projectid,CURRENT.DATE,simulationid,SArun,Site,Model,Trt,vET0shift,SowingDate,Yield_HS_H_TAir,AnthesisDate,Anthesis,MaturityDate,Maturity,Yield_no_HS,LAImax,BiomassMaturity,Yield_HS_H_TCan,TRANRF,NNI,RTMCO,ActualTranspiration,ActualEvaporation,PotentialTranspiration,PotentialEvap,ET0,RAIN,RAIN+IRR,WFAST,N_totalLive,N_liveRoots,Ngrain,SoilN,EmergenceDate,PotentialEvapotranspiration,aveMaxTemp_14,Tc_14,rcCO2.vrc
rots,19.04.2002,rots_00__2,1,AZMA,L5,7,1.0,299,33.94735306875065,27.01.2002,27,19.04.2002,109,33.94735306875065,0.29525835476986695,0.6333848428777205,33.94735306875065,0.962987432879947,0.779917844129775,0.7288895386614687,59.52537225348049,20.807991156411756,66.64937385455893,20.807991156411756,172.65607924305607,299.79999999999995,299.79999999999995,0.0,9.157106029491032,2.5193823202537198,6.372882569338431,37.474000000000274,31.10.2001,87.45736501097066,5.03259036534356,4.037795264025976,60.56999999999986
rots,19.04.2002,rots_00__3,2,AZMA,L5,7,1.0,299,44.204681554664624,27.01.2002,27,19.04.2002,109,44.204681554664624,0.4334096561890887,0.8160615656423243,44.204681554664624,0.9761328207900146,0.7548967247248193,0.7288895386614687,72.094237606439,20.807991156411756,75.78314830395792,20.807991156411756,172.65607924305607,299.79999999999995,299.79999999999995,0.0,10.5509586786725,2.535846249254616,7.691074575197953,37.474000000000274,31.10.2001,96.59113946036967,5.03259036534356,4.035180381352166,60.56999999999986
rots,15.05.2002,rots_00__1,0,AZMA,L5,7,1.0,299,82.53038513239277,01.03.2002,60,15.05.2002,135,82.53038513239277,0.569804700144123,1.516327048653782,82.53038513239277,0.9897084746547938,0.782031833146372,0.7642110829103217,103.5649701240378,28.10960491896124,103.09780879449511,28.10960491896124,233.2418414587648,332.39999999999986,332.39999999999986,0.0,15.015044437313305,2.2016046901093858,12.112624588437356,36.12100000000038,31.10.2001,131.20741371345636,5.508200741333718,4.4452710131673445,60.56999999999984
rots,02.05.2002,rots_00__4,3,AZMA,L5,7,1.0,299,62.07495868671247,10.02.2002,41,02.05.2002,122,62.07495868671247,0.5005095244173248,1.1265308073121116,62.07495868671247,0.9871077202059763,0.7683294287540783,0.7486486639492757,86.34432795656063,24.413940398720264,86.72158733390718,24.413940398720264,202.5767502701875,311.9999999999999,311.9999999999999,0.0,12.400951698056357,2.4533575591191243,9.470179314704723,36.90000000000032,31.10.2001,111.13552773262748,5.252591797771781,4.230641249628465,60.569999999999844
rots,02.05.2002,rots_00__5,4,AZMA,L5,7,1.0,299,80.32652105399713,10.02.2002,41,02.05.2002,122,80.32652105399713,0.6893539927406267,1.4384619842979915,80.32652105399713,0.9891304347826086,0.7632241895137859,0.7486486639492757,100.86339379515982,24.413940398720264,100.45113265421396,24.413940398720264,202.5767502701875,311.9999999999999,311.9999999999999,0.0,14.91664838789491,2.5639335371215957,11.752780609063414,36.90000000000032,31.10.2001,124.86507305293424,5.252591797771781,4.238354241385125,60.569999999999844
rots,24.05.2002,rots_00__6,5,AZMA,L5,7,1.0,299,219.93084301939396,18.03.2002,77,24.05.2002,144,219.93084301939396,1.4075328415598578,4.020532826411169,219.93084301939396,0.9902912621359223,0.820128606160145,0.774937297734628,180.0283888141864,31.503593356058314,178.8571573541453,31.503593356058314,261.40374964781563,359.39999999999986,359.39999999999986,0.0,31.86615647085437,1.3765997678475816,28.21596571724326,35.42400000000043,31.10.2001,210.3607507102035,5.831815535338013,4.683786824831303,60.56999999999983
rots,02.05.2002,rots_00__8,7,AZMA,L5,7,1.0,299,80.32652105399713,10.02.2002,41,02.05.2002,122,80.32652105399713,0.6893539927406267,1.4384619842979915,80.32652105399713,0.9891304347826086,0.7632241895137859,0.7486486639492757,100.86339379515982,24.413940398720264,100.45113265421396,24.413940398720264,202.5767502701875,311.9999999999999,311.9999999999999,0.0,14.91664838789491,2.5639335371215957,11.752780609063414,36.90000000000032,31.10.2001,124.86507305293424,5.252591797771781,4.238419865409528,60.569999999999844
rots,24.05.2002,rots_00__7,6,AZMA,L5,7,1.0,299,219.93084301939396,18.03.2002,77,24.05.2002,144,219.93084301939396,1.4075328415598578,4.020532826411169,219.93084301939396,0.9902912621359223,0.820128606160145,0.774937297734628,180.0283888141864,31.503593356058314,178.8571573541453,31.503593356058314,261.40374964781563,359.39999999999986,359.39999999999986,0.0,31.86615647085437,1.3765997678475816,28.21596571724326,35.42400000000043,31.10.2001,210.3607507102035,5.831815535338013,4.683925732719704,60.56999999999983
rots,02.05.2002,rots_00__9,8,AZMA,L5,7,1.0,299,62.07495868671247,10.02.2002,41,02.05.2002,122,62.07495868671247,0.5005095244173248,1.1265308073121116,62.07495868671247,0.9871077202059763,0.7683294287540783,0.7486486639492757,86.34432795656063,24.413940398720264,86.72158733390718,24.413940398720264,202.5767502701875,311.9999999999999,311.9999999999999,0.0,12.400951698056357,2.4533575591191243,9.470179314704723,36.90000000000032,31.10.2001,111.13552773262748,5.252591797771781,4.2321538630120745,60.569999999999844
rots,24.05.2002,rots_00__10,9,AZMA,L5,7,1.0,299,199.39068248833385,18.03.2002,77,24.05.2002,144,199.39068248833385,1.2290001092780336,3.649502791184069,199.39068248833385,0.9902912621359223,0.8197278411290934,0.774937297734628,168.27243810329827,31.503593356058314,167.1828916520463,31.503593356058314,261.40374964781563,359.39999999999986,359.39999999999986,0.0,29.030374686948818,1.3572790199560023,25.606518321074034,35.42400000000043,31.10.2001,198.6864850081045,5.831815535338013,4.678753795658225,60.56999999999983
rots,02.05.2002,rots_00__12,11,AZMA,L5,7,1.0,299,52.6843379657278,10.02.2002,41,02.05.2002,122,52.6843379657278,0.40721590778774774,0.9642501605958941,52.6843379657278,0.9832307928648598,0.7734592170678695,0.7486486639492757,77.82053158341473,24.413940398720264,79.47877896823604,24.413940398720264,202.5767502701875,311.9999999999999,311.9999999999999,0.0,11.131276836339294,2.423896957422122,8.293490381749745,36.90000000000032,31.10.2001,103.89271936695631,5.252591797771781,4.225779106068471,60.569999999999844
rots,24.05.2002,rots_00__11,10,AZMA,L5,7,1.0,299,151.9528658861832,18.03.2002,77,24.05.2002,144,151.9528658861832,0.8639756716630151,2.7939292471504937,151.9528658861832,0.9902912621359223,0.8193826542846743,0.774937297734628,140.73294635527256,31.503593356058314,139.84388130509623,31.503593356058314,261.40374964781563,359.39999999999986,359.39999999999986,0.0,22.73701431379869,1.4458388686289894,19.700647134837425,35.42400000000043,31.10.2001,171.3474746611544,5.831815535338013,4.672636258063171,60.56999999999983
rots,19.04.2002,rots_00__13,12,AZMA,L5,7,1.0,299,39.12788744477984,27.01.2002,27,19.04.2002,109,39.12788744477984,0.3638589708310179,0.7256740249702079,39.12788744477984,0.9700996918040286,0.7652253051782637,0.7288895386614687,65.95265114321207,20.807991156411756,71.2501060343485,20.807991156411756,172.65607924305607,299.79999999999995,299.79999999999995,0.0,9.856712844635078,2.522865471625071,7.039987500009994,37.474000000000274,31.10.2001,92.05809719076025,5.03259036534356,4.034116247700271,60.56999999999986
rots,19.04.2002,rots_00__14,13,AZMA,L5,7,1.0,299,49.153717072562024,27.01.2002,27,19.04.2002,109,49.153717072562024,0.5038503675067956,0.904238892493329,49.153717072562024,0.9805302759437073,0.7471497404141144,0.7288895386614687,77.81948766376402,20.807991156411756,80.22528183819207,20.807991156411756,172.65607924305607,299.79999999999995,299.79999999999995,0.0,11.27406917222131,2.5926964510628348,8.326978616459245,37.474000000000274,31.10.2001,101.03327299460379,5.03259036534356,4.03903687209282,60.56999999999986
rots,15.05.2002,rots_00__15,14,AZMA,L5,7,1.0,299,124.70719623428708,01.03.2002,60,15.05.2002,135,124.70719623428708,0.9500653122945634,2.2566456365044134,124.70719623428708,0.9898477157360406,0.7787244013021588,0.7642110829103217,133.32979380871598,28.10960491896124,132.6062709292677,28.10960491896124,233.2418414587648,332.39999999999986,332.39999999999986,0.0,20.742297362786253,2.2043314480816005,17.50961167646216,36.12100000000038,31.10.2001,160.71587584822893,5.508200741333718,4.453367132552221,60.56999999999984
rots,19.04.2002,rots_00__17,16,AZMA,L5,7,1.0,299,49.153717072562024,27.01.2002,27,19.04.2002,109,49.153717072562024,0.5038503675067956,0.904238892493329,49.153717072562024,0.9805302759437073,0.7471497404141144,0.7288895386614687,77.81948766376402,20.807991156411756,80.22528183819207,20.807991156411756,172.65607924305607,299.79999999999995,299.79999999999995,0.0,11.27406917222131,2.5926964510628348,8.326978616459245,37.474000000000274,31.10.2001,101.03327299460379,5.03259036534356,4.032772585767863,60.56999999999986
rots,15.05.2002,rots_00__16,15,AZMA,L5,7,1.0,299,124.70719623428708,01.03.2002,60,15.05.2002,135,124.70719623428708,0.9500653122945634,2.2566456365044134,124.70719623428708,0.9898477157360406,0.7787244013021588,0.7642110829103217,133.32979380871598,28.10960491896124,132.6062709292677,28.10960491896124,233.2418414587648,332.39999999999986,332.39999999999986,0.0,20.742297362786253,2.2043314480816005,17.50961167646216,36.12100000000038,31.10.2001,160.71587584822893,5.508200741333718,4.452967511860372,60.56999999999984
rots,19.04.2002,rots_00__18,17,AZMA,L5,7,1.0,299,39.12788744477984,27.01.2002,27,19.04.2002,109,39.12788744477984,0.3638589708310179,0.7256740249702079,39.12788744477984,0.9700996918040286,0.7652253051782637,0.7288895386614687,65.95265114321207,20.807991156411756,71.2501060343485,20.807991156411756,172.65607924305607,299.79999999999995,299.79999999999995,0.0,9.856712844635078,2.522865471625071,7.039987500009994,37.474000000000274,31.10.2001,92.05809719076025,5.03259036534356,4.034588794608528,60.56999999999986
rots,24.05.2002,rots_00__19,18,AZMA,L5,7,1.0,299,199.39068248833385,18.03.2002,77,24.05.2002,144,199.39068248833385,1.2290001092780336,3.649502791184069,199.39068248833385,0.9902912621359223,0.8197278411290934,0.774937297734628,168.27243810329827,31.503593356058314,167.1828916520463,31.503593356058314,261.40374964781563,359.39999999999986,359.39999999999986,0.0,29.030374686948818,1.3572790199560023,25.606518321074034,35.42400000000043,31.10.2001,198.6864850081045,5.831815535338013,4.678714723037776,60.56999999999983
rots,02.05.2002,rots_00__21,20,AZMA,L5,7,1.0,299,52.6843379657278,10.02.2002,41,02.05.2002,122,52.6843379657278,0.40721590778774774,0.9642501605958941,52.6843379657278,0.9832307928648598,0.7734592170678695,0.7486486639492757,77.82053158341473,24.413940398720264,79.47877896823604,24.413940398720264,202.5767502701875,311.9999999999999,311.9999999999999,0.0,11.131276836339294,2.423896957422122,8.293490381749745,36.90000000000032,31.10.2001,103.89271936695631,5.252591797771781,4.226200166253303,60.569999999999844
rots,24.05.2002,rots_00__20,19,AZMA,L5,7,1.0,299,151.9528658861832,18.03.2002,77,24.05.2002,144,151.9528658861832,0.8639756716630151,2.7939292471504937,151.9528658861832,0.9902912621359223,0.8193826542846743,0.774937297734628,140.73294635527256,31.503593356058314,139.84388130509623,31.503593356058314,261.40374964781563,359.39999999999986,359.39999999999986,0.0,22.73701431379869,1.4458388686289894,19.700647134837425,35.42400000000043,31.10.2001,171.3474746611544,5.831815535338013,4.665972786442737,60.56999999999983
rots,19.04.2002,rots_00__24,23,AZMA,L5,7,1.0,299,44.204681554664624,27.01.2002,27,19.04.2002,109,44.204681554664624,0.4334096561890887,0.8160615656423243,44.204681554664624,0.9761328207900146,0.7548967247248193,0.7288895386614687,72.094237606439,20.807991156411756,75.78314830395792,20.807991156411756,172.65607924305607,299.79999999999995,299.79999999999995,0.0,10.5509586786725,2.535846249254616,7.691074575197953,37.474000000000274,31.10.2001,96.59113946036967,5.03259036534356,4.037307580240068,60.56999999999986
rots,15.05.2002,rots_00__22,21,AZMA,L5,7,1.0,299,82.53038513239277,01.03.2002,60,15.05.2002,135,82.53038513239277,0.569804700144123,1.516327048653782,82.53038513239277,0.9897084746547938,0.782031833146372,0.7642110829103217,103.5649701240378,28.10960491896124,103.09780879449511,28.10960491896124,233.2418414587648,332.39999999999986,332.39999999999986,0.0,15.015044437313305,2.2016046901093858,12.112624588437356,36.12100000000038,31.10.2001,131.20741371345636,5.508200741333718,4.445390809450326,60.56999999999984
rots,15.05.2002,rots_00__23,22,AZMA,L5,7,1.0,299,111.39868956159631,01.03.2002,60,15.05.2002,135,111.39868956159631,0.8235115921535299,2.023475585540252,111.39868956159631,0.9898477157360406,0.779271535130434,0.7642110829103217,124.04806142359355,28.10960491896124,123.3825027370389,28.10960491896124,233.2418414587648,332.39999999999986,332.39999999999986,0.0,18.925167564995174,2.19742835983272,15.802384966880801,36.12100000000038,31.10.2001,151.4921076560001,5.508200741333718,4.447507295759252,60.56999999999984
rots,02.05.2002,rots_00__26,25,AZMA,L5,7,1.0,299,52.6843379657278,10.02.2002,41,02.05.2002,122,52.6843379657278,0.40721590778774774,0.9642501605958941,52.6843379657278,0.9832307928648598,0.7734592170678695,0.7486486639492757,77.82053158341473,24.413940398720264,79.47877896823604,24.413940398720264,202.5767502701875,311.9999999999999,311.9999999999999,0.0,11.131276836339294,2.423896957422122,8.293490381749745,36.90000000000032,31.10.2001,103.89271936695631,5.252591797771781,4.226094447151698,60.569999999999844
rots,02.05.2002,rots_00__27,26,AZMA,L5,7,1.0,299,71.3148687943326,10.02.2002,41,02.05.2002,122,71.3148687943326,0.5945872384860619,1.28486476359067,71.3148687943326,0.9888749766953538,0.7652262941288087,0.7486486639492757,93.99852654479581,24.413940398720264,93.71598000939609,24.413940398720264,202.5767502701875,311.9999999999999,311.9999999999999,0.0,13.678756277115918,2.508481376949057,10.63068550836196,36.90000000000032,31.10.2001,118.12992040811635,5.252591797771781,4.234627951428208,60.569999999999844
rots,24.05.2002,rots_00__25,24,AZMA,L5,7,1.0,299,151.9528658861832,18.03.2002,77,24.05.2002,144,151.9528658861832,0.8639756716630151,2.7939292471504937,151.9528658861832,0.9902912621359223,0.8193826542846743,0.774937297734628,140.73294635527256,31.503593356058314,139.84388130509623,31.503593356058314,261.40374964781563,359.39999999999986,359.39999999999986,0.0,22.73701431379869,1.4458388686289894,19.700647134837425,35.42400000000043,31.10.2001,171.3474746611544,5.831815535338013,4.673765342159019,60.56999999999983
rots,19.04.2002,rots_00__29,28,AZMA,L5,7,1.0,299,33.94735306875065,27.01.2002,27,19.04.2002,109,33.94735306875065,0.29525835476986695,0.6333848428777205,33.94735306875065,0.962987432879947,0.779917844129775,0.7288895386614687,59.52537225348049,20.807991156411756,66.64937385455893,20.807991156411756,172.65607924305607,299.79999999999995,299.79999999999995,0.0,9.157106029491032,2.5193823202537198,6.372882569338431,37.474000000000274,31.10.2001,87.45736501097066,5.03259036534356,4.036702136464685,60.56999999999986
rots,19.04.2002,rots_00__30,29,AZMA,L5,7,1.0,299,44.204681554664624,27.01.2002,27,19.04.2002,109,44.204681554664624,0.4334096561890887,0.8160615656423243,44.204681554664624,0.9761328207900146,0.7548967247248193,0.7288895386614687,72.094237606439,20.807991156411756,75.78314830395792,20.807991156411756,172.65607924305607,299.79999999999995,299.79999999999995,0.0,10.5509586786725,2.535846249254616,7.691074575197953,37.474000000000274,31.10.2001,96.59113946036967,5.03259036534356,4.037066139553206,60.56999999999986
rots,15.05.2002,rots_00__28,27,AZMA,L5,7,1.0,299,82.53038513239277,01.03.2002,60,15.05.2002,135,82.53038513239277,0.569804700144123,1.516327048653782,82.53038513239277,0.9897084746547938,0.782031833146372,0.7642110829103217,103.5649701240378,28.10960491896124,103.09780879449511,28.10960491896124,233.2418414587648,332.39999999999986,332.39999999999986,0.0,15.015044437313305,2.2016046901093858,12.112624588437356,36.12100000000038,31.10.2001,131.20741371345636,5.508200741333718,4.445011652023007,60.56999999999984
